dataset,method,canonical_method,graph_seed,training_seed,export_dir,loaded_relation_id,loaded_relation_name,loaded_src_type,loaded_dst_type,loaded_edge_count,loaded_edge_hash,expected_loaded_edge_count,loaded_count_matches_expected,loaded_relation_audit_pass
DBLP,H6-dirskel-AP100-PA00-PV100-VP00-PTTP30,H6-dirskel-AP100-PA00-PV100-VP00-PTTP30,1,5,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dirskel-AP100-PA00-PV100-VP00-PTTP30\official_trainval\DBLP,0,AP,A,P,17474,52c457c1bf3fac7aa2edeb63d25f5105f370e44d5991eef4096df790b716e1e9,17474,True,True
DBLP,H6-dirskel-AP100-PA00-PV100-VP00-PTTP30,H6-dirskel-AP100-PA00-PV100-VP00-PTTP30,1,5,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dirskel-AP100-PA00-PV100-VP00-PTTP30\official_trainval\DBLP,1,PA,P,A,1,73894cf27e6823988396cb3def0b518ca1ce81adf9a9da5796819cf9f474be72,1,True,True
DBLP,H6-dirskel-AP100-PA00-PV100-VP00-PTTP30,H6-dirskel-AP100-PA00-PV100-VP00-PTTP30,1,5,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dirskel-AP100-PA00-PV100-VP00-PTTP30\official_trainval\DBLP,2,PT,P,T,23024,f3355b29ecd9138eb6f42664d4fc9382ed10c235dd0e16b5b1cc4190d5c1bf61,23024,True,True
DBLP,H6-dirskel-AP100-PA00-PV100-VP00-PTTP30,H6-dirskel-AP100-PA00-PV100-VP00-PTTP30,1,5,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dirskel-AP100-PA00-PV100-VP00-PTTP30\official_trainval\DBLP,3,PV,P,V,3598,b0a2c9ef4e35effff5968bcfb1e8911b7541f08f0249f5bb2c99960be2ef55a2,3598,True,True
DBLP,H6-dirskel-AP100-PA00-PV100-VP00-PTTP30,H6-dirskel-AP100-PA00-PV100-VP00-PTTP30,1,5,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dirskel-AP100-PA00-PV100-VP00-PTTP30\official_trainval\DBLP,4,TP,T,P,23024,1dcd8224e8e2ca0bb19fc8a7a7ed3e5e0445788f71675a449351c7a897b8cf22,23024,True,True
DBLP,H6-dirskel-AP100-PA00-PV100-VP00-PTTP30,H6-dirskel-AP100-PA00-PV100-VP00-PTTP30,1,5,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dirskel-AP100-PA00-PV100-VP00-PTTP30\official_trainval\DBLP,5,VP,V,P,1,5f961020c06a9512c8de38af93babb2c91e99c0134b97d93c7565cb28262b083,1,True,True
DBLP,H6-dirskel-AP100-PA50-PV100-VP00-PTTP00,H6-dirskel-AP100-PA50-PV100-VP00-PTTP00,1,1,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dirskel-AP100-PA50-PV100-VP00-PTTP00\official_trainval\DBLP,0,AP,A,P,17474,52c457c1bf3fac7aa2edeb63d25f5105f370e44d5991eef4096df790b716e1e9,17474,True,True
DBLP,H6-dirskel-AP100-PA50-PV100-VP00-PTTP00,H6-dirskel-AP100-PA50-PV100-VP00-PTTP00,1,1,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dirskel-AP100-PA50-PV100-VP00-PTTP00\official_trainval\DBLP,1,PA,P,A,8737,6b2f4e572c26c496e37b1c74a04bdfcaf5328b352ddc975ef65b63f49b0d2648,8737,True,True
DBLP,H6-dirskel-AP100-PA50-PV100-VP00-PTTP00,H6-dirskel-AP100-PA50-PV100-VP00-PTTP00,1,1,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dirskel-AP100-PA50-PV100-VP00-PTTP00\official_trainval\DBLP,2,PT,P,T,1,824db9a2e1dcd32ae37967e1ddf4507838d1c43b3e1aaebd497d380e44666ef5,1,True,True
DBLP,H6-dirskel-AP100-PA50-PV100-VP00-PTTP00,H6-dirskel-AP100-PA50-PV100-VP00-PTTP00,1,1,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dirskel-AP100-PA50-PV100-VP00-PTTP00\official_trainval\DBLP,3,PV,P,V,3598,b0a2c9ef4e35effff5968bcfb1e8911b7541f08f0249f5bb2c99960be2ef55a2,3598,True,True
DBLP,H6-dirskel-AP100-PA50-PV100-VP00-PTTP00,H6-dirskel-AP100-PA50-PV100-VP00-PTTP00,1,1,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dirskel-AP100-PA50-PV100-VP00-PTTP00\official_trainval\DBLP,4,TP,T,P,1,acd1682edeaefb6a0ca463fe6c572e2817ca54ab906db80258313af3d304e8c1,1,True,True
DBLP,H6-dirskel-AP100-PA50-PV100-VP00-PTTP00,H6-dirskel-AP100-PA50-PV100-VP00-PTTP00,1,1,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dirskel-AP100-PA50-PV100-VP00-PTTP00\official_trainval\DBLP,5,VP,V,P,1,5f961020c06a9512c8de38af93babb2c91e99c0134b97d93c7565cb28262b083,1,True,True
DBLP,H6-dirskel-AP100-PA50-PV100-VP00-PTTP00,H6-dirskel-AP100-PA50-PV100-VP00-PTTP00,1,2,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dirskel-AP100-PA50-PV100-VP00-PTTP00\official_trainval\DBLP,0,AP,A,P,17474,52c457c1bf3fac7aa2edeb63d25f5105f370e44d5991eef4096df790b716e1e9,17474,True,True
DBLP,H6-dirskel-AP100-PA50-PV100-VP00-PTTP00,H6-dirskel-AP100-PA50-PV100-VP00-PTTP00,1,2,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dirskel-AP100-PA50-PV100-VP00-PTTP00\official_trainval\DBLP,1,PA,P,A,8737,6b2f4e572c26c496e37b1c74a04bdfcaf5328b352ddc975ef65b63f49b0d2648,8737,True,True
DBLP,H6-dirskel-AP100-PA50-PV100-VP00-PTTP00,H6-dirskel-AP100-PA50-PV100-VP00-PTTP00,1,2,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dirskel-AP100-PA50-PV100-VP00-PTTP00\official_trainval\DBLP,2,PT,P,T,1,824db9a2e1dcd32ae37967e1ddf4507838d1c43b3e1aaebd497d380e44666ef5,1,True,True
DBLP,H6-dirskel-AP100-PA50-PV100-VP00-PTTP00,H6-dirskel-AP100-PA50-PV100-VP00-PTTP00,1,2,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dirskel-AP100-PA50-PV100-VP00-PTTP00\official_trainval\DBLP,3,PV,P,V,3598,b0a2c9ef4e35effff5968bcfb1e8911b7541f08f0249f5bb2c99960be2ef55a2,3598,True,True
DBLP,H6-dirskel-AP100-PA50-PV100-VP00-PTTP00,H6-dirskel-AP100-PA50-PV100-VP00-PTTP00,1,2,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dirskel-AP100-PA50-PV100-VP00-PTTP00\official_trainval\DBLP,4,TP,T,P,1,acd1682edeaefb6a0ca463fe6c572e2817ca54ab906db80258313af3d304e8c1,1,True,True
DBLP,H6-dirskel-AP100-PA50-PV100-VP00-PTTP00,H6-dirskel-AP100-PA50-PV100-VP00-PTTP00,1,2,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dirskel-AP100-PA50-PV100-VP00-PTTP00\official_trainval\DBLP,5,VP,V,P,1,5f961020c06a9512c8de38af93babb2c91e99c0134b97d93c7565cb28262b083,1,True,True
DBLP,H6-dirskel-AP100-PA50-PV100-VP00-PTTP00,H6-dirskel-AP100-PA50-PV100-VP00-PTTP00,1,3,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dirskel-AP100-PA50-PV100-VP00-PTTP00\official_trainval\DBLP,0,AP,A,P,17474,52c457c1bf3fac7aa2edeb63d25f5105f370e44d5991eef4096df790b716e1e9,17474,True,True
DBLP,H6-dirskel-AP100-PA50-PV100-VP00-PTTP00,H6-dirskel-AP100-PA50-PV100-VP00-PTTP00,1,3,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dirskel-AP100-PA50-PV100-VP00-PTTP00\official_trainval\DBLP,1,PA,P,A,8737,6b2f4e572c26c496e37b1c74a04bdfcaf5328b352ddc975ef65b63f49b0d2648,8737,True,True
DBLP,H6-dirskel-AP100-PA50-PV100-VP00-PTTP00,H6-dirskel-AP100-PA50-PV100-VP00-PTTP00,1,3,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dirskel-AP100-PA50-PV100-VP00-PTTP00\official_trainval\DBLP,2,PT,P,T,1,824db9a2e1dcd32ae37967e1ddf4507838d1c43b3e1aaebd497d380e44666ef5,1,True,True
DBLP,H6-dirskel-AP100-PA50-PV100-VP00-PTTP00,H6-dirskel-AP100-PA50-PV100-VP00-PTTP00,1,3,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dirskel-AP100-PA50-PV100-VP00-PTTP00\official_trainval\DBLP,3,PV,P,V,3598,b0a2c9ef4e35effff5968bcfb1e8911b7541f08f0249f5bb2c99960be2ef55a2,3598,True,True
DBLP,H6-dirskel-AP100-PA50-PV100-VP00-PTTP00,H6-dirskel-AP100-PA50-PV100-VP00-PTTP00,1,3,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dirskel-AP100-PA50-PV100-VP00-PTTP00\official_trainval\DBLP,4,TP,T,P,1,acd1682edeaefb6a0ca463fe6c572e2817ca54ab906db80258313af3d304e8c1,1,True,True
DBLP,H6-dirskel-AP100-PA50-PV100-VP00-PTTP00,H6-dirskel-AP100-PA50-PV100-VP00-PTTP00,1,3,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dirskel-AP100-PA50-PV100-VP00-PTTP00\official_trainval\DBLP,5,VP,V,P,1,5f961020c06a9512c8de38af93babb2c91e99c0134b97d93c7565cb28262b083,1,True,True
DBLP,H6-dirskel-AP100-PA50-PV100-VP00-PTTP00,H6-dirskel-AP100-PA50-PV100-VP00-PTTP00,1,4,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dirskel-AP100-PA50-PV100-VP00-PTTP00\official_trainval\DBLP,0,AP,A,P,17474,52c457c1bf3fac7aa2edeb63d25f5105f370e44d5991eef4096df790b716e1e9,17474,True,True
DBLP,H6-dirskel-AP100-PA50-PV100-VP00-PTTP00,H6-dirskel-AP100-PA50-PV100-VP00-PTTP00,1,4,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dirskel-AP100-PA50-PV100-VP00-PTTP00\official_trainval\DBLP,1,PA,P,A,8737,6b2f4e572c26c496e37b1c74a04bdfcaf5328b352ddc975ef65b63f49b0d2648,8737,True,True
DBLP,H6-dirskel-AP100-PA50-PV100-VP00-PTTP00,H6-dirskel-AP100-PA50-PV100-VP00-PTTP00,1,4,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dirskel-AP100-PA50-PV100-VP00-PTTP00\official_trainval\DBLP,2,PT,P,T,1,824db9a2e1dcd32ae37967e1ddf4507838d1c43b3e1aaebd497d380e44666ef5,1,True,True
DBLP,H6-dirskel-AP100-PA50-PV100-VP00-PTTP00,H6-dirskel-AP100-PA50-PV100-VP00-PTTP00,1,4,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dirskel-AP100-PA50-PV100-VP00-PTTP00\official_trainval\DBLP,3,PV,P,V,3598,b0a2c9ef4e35effff5968bcfb1e8911b7541f08f0249f5bb2c99960be2ef55a2,3598,True,True
DBLP,H6-dirskel-AP100-PA50-PV100-VP00-PTTP00,H6-dirskel-AP100-PA50-PV100-VP00-PTTP00,1,4,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dirskel-AP100-PA50-PV100-VP00-PTTP00\official_trainval\DBLP,4,TP,T,P,1,acd1682edeaefb6a0ca463fe6c572e2817ca54ab906db80258313af3d304e8c1,1,True,True
DBLP,H6-dirskel-AP100-PA50-PV100-VP00-PTTP00,H6-dirskel-AP100-PA50-PV100-VP00-PTTP00,1,4,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dirskel-AP100-PA50-PV100-VP00-PTTP00\official_trainval\DBLP,5,VP,V,P,1,5f961020c06a9512c8de38af93babb2c91e99c0134b97d93c7565cb28262b083,1,True,True
DBLP,H6-dirskel-AP100-PA50-PV100-VP00-PTTP00,H6-dirskel-AP100-PA50-PV100-VP00-PTTP00,1,5,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dirskel-AP100-PA50-PV100-VP00-PTTP00\official_trainval\DBLP,0,AP,A,P,17474,52c457c1bf3fac7aa2edeb63d25f5105f370e44d5991eef4096df790b716e1e9,17474,True,True
DBLP,H6-dirskel-AP100-PA50-PV100-VP00-PTTP00,H6-dirskel-AP100-PA50-PV100-VP00-PTTP00,1,5,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dirskel-AP100-PA50-PV100-VP00-PTTP00\official_trainval\DBLP,1,PA,P,A,8737,6b2f4e572c26c496e37b1c74a04bdfcaf5328b352ddc975ef65b63f49b0d2648,8737,True,True
DBLP,H6-dirskel-AP100-PA50-PV100-VP00-PTTP00,H6-dirskel-AP100-PA50-PV100-VP00-PTTP00,1,5,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dirskel-AP100-PA50-PV100-VP00-PTTP00\official_trainval\DBLP,2,PT,P,T,1,824db9a2e1dcd32ae37967e1ddf4507838d1c43b3e1aaebd497d380e44666ef5,1,True,True
DBLP,H6-dirskel-AP100-PA50-PV100-VP00-PTTP00,H6-dirskel-AP100-PA50-PV100-VP00-PTTP00,1,5,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dirskel-AP100-PA50-PV100-VP00-PTTP00\official_trainval\DBLP,3,PV,P,V,3598,b0a2c9ef4e35effff5968bcfb1e8911b7541f08f0249f5bb2c99960be2ef55a2,3598,True,True
DBLP,H6-dirskel-AP100-PA50-PV100-VP00-PTTP00,H6-dirskel-AP100-PA50-PV100-VP00-PTTP00,1,5,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dirskel-AP100-PA50-PV100-VP00-PTTP00\official_trainval\DBLP,4,TP,T,P,1,acd1682edeaefb6a0ca463fe6c572e2817ca54ab906db80258313af3d304e8c1,1,True,True
DBLP,H6-dirskel-AP100-PA50-PV100-VP00-PTTP00,H6-dirskel-AP100-PA50-PV100-VP00-PTTP00,1,5,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dirskel-AP100-PA50-PV100-VP00-PTTP00\official_trainval\DBLP,5,VP,V,P,1,5f961020c06a9512c8de38af93babb2c91e99c0134b97d93c7565cb28262b083,1,True,True
DBLP,H6-dirskel-AP100-PA00-PV100-VP50-PTTP00,H6-dirskel-AP100-PA00-PV100-VP50-PTTP00,1,1,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dirskel-AP100-PA00-PV100-VP50-PTTP00\official_trainval\DBLP,0,AP,A,P,17474,52c457c1bf3fac7aa2edeb63d25f5105f370e44d5991eef4096df790b716e1e9,17474,True,True
DBLP,H6-dirskel-AP100-PA00-PV100-VP50-PTTP00,H6-dirskel-AP100-PA00-PV100-VP50-PTTP00,1,1,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dirskel-AP100-PA00-PV100-VP50-PTTP00\official_trainval\DBLP,1,PA,P,A,1,73894cf27e6823988396cb3def0b518ca1ce81adf9a9da5796819cf9f474be72,1,True,True
DBLP,H6-dirskel-AP100-PA00-PV100-VP50-PTTP00,H6-dirskel-AP100-PA00-PV100-VP50-PTTP00,1,1,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dirskel-AP100-PA00-PV100-VP50-PTTP00\official_trainval\DBLP,2,PT,P,T,1,824db9a2e1dcd32ae37967e1ddf4507838d1c43b3e1aaebd497d380e44666ef5,1,True,True
DBLP,H6-dirskel-AP100-PA00-PV100-VP50-PTTP00,H6-dirskel-AP100-PA00-PV100-VP50-PTTP00,1,1,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dirskel-AP100-PA00-PV100-VP50-PTTP00\official_trainval\DBLP,3,PV,P,V,3598,b0a2c9ef4e35effff5968bcfb1e8911b7541f08f0249f5bb2c99960be2ef55a2,3598,True,True
DBLP,H6-dirskel-AP100-PA00-PV100-VP50-PTTP00,H6-dirskel-AP100-PA00-PV100-VP50-PTTP00,1,1,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dirskel-AP100-PA00-PV100-VP50-PTTP00\official_trainval\DBLP,4,TP,T,P,1,acd1682edeaefb6a0ca463fe6c572e2817ca54ab906db80258313af3d304e8c1,1,True,True
DBLP,H6-dirskel-AP100-PA00-PV100-VP50-PTTP00,H6-dirskel-AP100-PA00-PV100-VP50-PTTP00,1,1,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dirskel-AP100-PA00-PV100-VP50-PTTP00\official_trainval\DBLP,5,VP,V,P,1799,e0277a79d4e376210727f9c667a6a29c5a5e69ff01570757b6167b30e0239b5d,1799,True,True
DBLP,H6-dirskel-AP100-PA00-PV100-VP50-PTTP00,H6-dirskel-AP100-PA00-PV100-VP50-PTTP00,1,2,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dirskel-AP100-PA00-PV100-VP50-PTTP00\official_trainval\DBLP,0,AP,A,P,17474,52c457c1bf3fac7aa2edeb63d25f5105f370e44d5991eef4096df790b716e1e9,17474,True,True
DBLP,H6-dirskel-AP100-PA00-PV100-VP50-PTTP00,H6-dirskel-AP100-PA00-PV100-VP50-PTTP00,1,2,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dirskel-AP100-PA00-PV100-VP50-PTTP00\official_trainval\DBLP,1,PA,P,A,1,73894cf27e6823988396cb3def0b518ca1ce81adf9a9da5796819cf9f474be72,1,True,True
DBLP,H6-dirskel-AP100-PA00-PV100-VP50-PTTP00,H6-dirskel-AP100-PA00-PV100-VP50-PTTP00,1,2,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dirskel-AP100-PA00-PV100-VP50-PTTP00\official_trainval\DBLP,2,PT,P,T,1,824db9a2e1dcd32ae37967e1ddf4507838d1c43b3e1aaebd497d380e44666ef5,1,True,True
DBLP,H6-dirskel-AP100-PA00-PV100-VP50-PTTP00,H6-dirskel-AP100-PA00-PV100-VP50-PTTP00,1,2,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dirskel-AP100-PA00-PV100-VP50-PTTP00\official_trainval\DBLP,3,PV,P,V,3598,b0a2c9ef4e35effff5968bcfb1e8911b7541f08f0249f5bb2c99960be2ef55a2,3598,True,True
DBLP,H6-dirskel-AP100-PA00-PV100-VP50-PTTP00,H6-dirskel-AP100-PA00-PV100-VP50-PTTP00,1,2,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dirskel-AP100-PA00-PV100-VP50-PTTP00\official_trainval\DBLP,4,TP,T,P,1,acd1682edeaefb6a0ca463fe6c572e2817ca54ab906db80258313af3d304e8c1,1,True,True
DBLP,H6-dirskel-AP100-PA00-PV100-VP50-PTTP00,H6-dirskel-AP100-PA00-PV100-VP50-PTTP00,1,2,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dirskel-AP100-PA00-PV100-VP50-PTTP00\official_trainval\DBLP,5,VP,V,P,1799,e0277a79d4e376210727f9c667a6a29c5a5e69ff01570757b6167b30e0239b5d,1799,True,True
DBLP,H6-dirskel-AP100-PA00-PV100-VP50-PTTP00,H6-dirskel-AP100-PA00-PV100-VP50-PTTP00,1,3,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dirskel-AP100-PA00-PV100-VP50-PTTP00\official_trainval\DBLP,0,AP,A,P,17474,52c457c1bf3fac7aa2edeb63d25f5105f370e44d5991eef4096df790b716e1e9,17474,True,True
DBLP,H6-dirskel-AP100-PA00-PV100-VP50-PTTP00,H6-dirskel-AP100-PA00-PV100-VP50-PTTP00,1,3,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dirskel-AP100-PA00-PV100-VP50-PTTP00\official_trainval\DBLP,1,PA,P,A,1,73894cf27e6823988396cb3def0b518ca1ce81adf9a9da5796819cf9f474be72,1,True,True
DBLP,H6-dirskel-AP100-PA00-PV100-VP50-PTTP00,H6-dirskel-AP100-PA00-PV100-VP50-PTTP00,1,3,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dirskel-AP100-PA00-PV100-VP50-PTTP00\official_trainval\DBLP,2,PT,P,T,1,824db9a2e1dcd32ae37967e1ddf4507838d1c43b3e1aaebd497d380e44666ef5,1,True,True
DBLP,H6-dirskel-AP100-PA00-PV100-VP50-PTTP00,H6-dirskel-AP100-PA00-PV100-VP50-PTTP00,1,3,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dirskel-AP100-PA00-PV100-VP50-PTTP00\official_trainval\DBLP,3,PV,P,V,3598,b0a2c9ef4e35effff5968bcfb1e8911b7541f08f0249f5bb2c99960be2ef55a2,3598,True,True
DBLP,H6-dirskel-AP100-PA00-PV100-VP50-PTTP00,H6-dirskel-AP100-PA00-PV100-VP50-PTTP00,1,3,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dirskel-AP100-PA00-PV100-VP50-PTTP00\official_trainval\DBLP,4,TP,T,P,1,acd1682edeaefb6a0ca463fe6c572e2817ca54ab906db80258313af3d304e8c1,1,True,True
DBLP,H6-dirskel-AP100-PA00-PV100-VP50-PTTP00,H6-dirskel-AP100-PA00-PV100-VP50-PTTP00,1,3,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dirskel-AP100-PA00-PV100-VP50-PTTP00\official_trainval\DBLP,5,VP,V,P,1799,e0277a79d4e376210727f9c667a6a29c5a5e69ff01570757b6167b30e0239b5d,1799,True,True
DBLP,H6-dirskel-AP100-PA00-PV100-VP50-PTTP00,H6-dirskel-AP100-PA00-PV100-VP50-PTTP00,1,4,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dirskel-AP100-PA00-PV100-VP50-PTTP00\official_trainval\DBLP,0,AP,A,P,17474,52c457c1bf3fac7aa2edeb63d25f5105f370e44d5991eef4096df790b716e1e9,17474,True,True
DBLP,H6-dirskel-AP100-PA00-PV100-VP50-PTTP00,H6-dirskel-AP100-PA00-PV100-VP50-PTTP00,1,4,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dirskel-AP100-PA00-PV100-VP50-PTTP00\official_trainval\DBLP,1,PA,P,A,1,73894cf27e6823988396cb3def0b518ca1ce81adf9a9da5796819cf9f474be72,1,True,True
DBLP,H6-dirskel-AP100-PA00-PV100-VP50-PTTP00,H6-dirskel-AP100-PA00-PV100-VP50-PTTP00,1,4,results\gate21_5_directed_apv_feature_adapter\diagnostics\gate21_4_directed_internal_deterministic\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dirskel-AP100-PA00-PV100-VP50-PTTP00\official_trainval\DBLP,2,PT,P,T,1,824db9a2e1dcd32ae37967e1ddf4507838d1c43b3e1aaebd497d380e44666ef5,1,True,True
